Administration	प्रशासन
Instructor	प्रशिक्षक
Training	प्रशिक्षण
Training Center	प्रशिक्षणकेंद्र
Trainee	प्रशिक्षणार्थी
Refrigerant	प्रशीतक
Refrigeration	प्रशीतन
Prashushruk	प्रशुश्रुक
Question	प्रश्न
Question Upanishads	प्रश्न उपनिषद
Questioner	प्रश्नकर्ता
Question mark	प्रश्नचिन्ह
Question mark	प्रश्नचिह्न
Question paper	प्रश्नपत्रिका
Questionnaire	प्रश्नावली
Q&A	प्रश्नोत्तर
Prashnopanishad	प्रश्नोपनिषद
FAQ	प्रश्नोपप्रश्न
Occasion	प्रसंग
Happiness	प्रसन्नता
Proliferation	प्रसरण
Offerings	प्रसाद
Cosmetics	प्रसाधन
Cosmetics	प्रसाधन साहित्य
Toilet	प्रसाधनगृह
Cosmetics	प्रसाधिका
Spread	प्रसार
Broadcast	प्रसारण
The media	प्रसारमाध्यम
Famous clan	प्रसिद्ध कूळ
Famous person	प्रसिद्ध व्यक्ती
Fame	प्रसिद्धी
Press release	प्रसिद्धीपत्रक
Maternity	प्रसुतीकाळ
Maternity	प्रसूतिगृह
Maternity	प्रसूती
Maternity	प्रसूतीकाल
Maternity	प्रसूतीकाळ
Prasen	प्रसेन
Prasenjit	प्रसेनजित
Prasenjit	प्रसेनजित्
Prasenjit	प्रसेनजीत
Servant	प्रसेवक
Praskand	प्रस्कंड
Praskand Rishi	प्रस्कंड ऋषी
Rock climbing	प्रस्तरारोहण
Proposal	प्रस्ताव
Preface	प्रस्तावना
Presenter	प्रस्तुतकर्ता
Presentation	प्रस्तुतकाळ
Presentation	प्रस्तुती
Prostock	प्रस्तोक
Departure	प्रस्थान
Praswapini	प्रस्वापिनी
Watch	प्रहर
Farce	प्रहसन
Prahast	प्रहस्त
Prahstra	प्रहस्त्र
Poke	प्रहार
Comedy	प्रहास
Prahrit	प्रहृत
Prahrit Rishi	प्रहृत ऋषी
Preity	प्रहेति
Riddle	प्रहेलिका
Prahlad	प्रह्लाद
Province	प्रांत
Province sage	प्रांत ऋषी
Provincialism	प्रांतवाद
Province	प्रांतायन
Pranshu	प्रांशु
Price	प्राईस
Manifest	प्राकट्य
Type	प्राकार
Prakrit	प्राकृत
Prakrit language	प्राकृत भाषा
Natural phenomena	प्राकृतिक घटना
Natural Reservoir	प्राकृतिक जलाशय
Natural process	प्राकृतिक प्रक्रिया
Foreword	प्राक्कथन
Fate	प्राक्तन
Prague	प्राग
Principal	प्राचार्य
Principal	प्राचार्या
Ancient times	प्राचीन काळ
Antiquity	प्राचीनकाळ
Antiquity	प्राचीनकुल
Ancient sage	प्राचीनकुल ऋषी
Antiquity	प्राचीनता
Ancient Yoga	प्राचीनयोग
Prachinyoga sage	प्राचीनयोग ऋषी
Prajakta	प्राजक्त
Prajapatya marriage	प्राजापत्य विवाह
Wise	प्राज्ञ
Prana	प्राण
Death penalty	प्राणदंड
Prestige	प्राणप्रतिष्ठा
Lifeboat	प्राणरक्षक नौका
Death penalty	प्राणरोध
Oxygen	प्राणवायू
Life force	प्राणशक्ती
Pranagnihotra	प्राणाग्निहोत्र
Pranagnihotraupanishad	प्राणाग्निहोत्रउपनिषद
Pranagnihotropanishad	प्राणाग्निहोत्रोपनिषद
Pranayama	प्राणायाम
Sacrifice	प्राणाहुती
Animal production	प्राणिज उत्पन्न
Animal production	प्राणिज उत्पादन
Fauna	प्राणिजात
Pranimatra	प्राणिमात्र
Zoology	प्राणिविज्ञान
Zoology	प्राणिशास्त्र
Zoologist	प्राणिशास्त्रज्ञ
Zoo	प्राणिसंग्रहालय
Animals	प्राणी
Animal tissues	प्राणी उती
In the morning	प्रातःकाल
In the morning	प्रातःकाळ
Morning	प्रातःविधि
Morning ritual	प्रातःविधी
Morning remembrance	प्रातःस्मरण
Pratika	प्रातमिका
In the morning	प्रातर
Competition	प्रातर्विधी
Prototypical	प्रातिपीय
Pratipiya sage	प्रातिपीय ऋषी
Beverage	प्रातिपेय
Pratrud	प्रातृद
Pratrud sage	प्रातृद ऋषी
Demonstration	प्रात्यक्षिक
Primary roll	प्राथमिक गुंडाळी
Preliminary information report	प्राथमिक माहिती अहवाल
Primary color	प्राथमिक रंग
Priority	प्राधा
Priority	प्राधान्य
Priority	प्राधान्यक्रम
Authority	प्राधिकरण
Professor	प्राध्यापक
Professor	प्राध्यापकी
Professor	प्राध्यापिका
Province	प्रान्त
Province sage	प्रान्त ऋषी
Recipient	प्रापक
To receive	प्राप्त करणे
Recipient	प्राप्तकर्ता
Receipt time	प्राप्तकाळ
Score	प्राप्तांक
Receipt	प्राप्ती
Pramati	प्रामति
Pramati sage	प्रामति ऋषी
Pramadhi	प्रामधि
Pramadhi Rishi	प्रामधि ऋषी
Authentic	प्रामाणिक
Honesty	प्रामाणिकपणा
Atonement	प्रायश्चित
Atonement	प्रायश्चित्त
Sponsor	प्रायोजक
Priyopavation	प्रायोपवेशन
Start	प्रारंभ
Destiny	प्रारब्ध
Destinyist	प्रारब्धवादी
Format	प्रारूप
Prototype	प्रारूपकार
Prayer	प्रार्थक
Prayer	प्रार्थना
To pray	प्रार्थना करणे
Place of worship	प्रार्थनास्थळ
Provision	प्रावधान
Cover	प्रावरण
Proficiency	प्रावीण्य
Relevance	प्रासंगिकपणा
Mansion	प्रासाद
Introductory	प्रास्ताविक
Printer	प्रिंटर
Printing press	प्रिंटिंग प्रेस
Princip	प्रिंसिपे
Prism	प्रिझम
Pretoria	प्रिटोरिया
Preeti	प्रिती
Priyanvad	प्रियंवद
Priyanvada	प्रियंवदा
Beloved	प्रियकर
Darling	प्रियतम
Priyadarshan	प्रियदर्शन
Beloved	प्रियमेध
Priyamedha Rishi	प्रियमेध ऋषी
Priyavrat	प्रियव्रत
Preet	प्रीत
Preeti	प्रीती
Premium	प्रीमियम
Proofreader	प्रूफरिडर
Audience	प्रेक्षक
Audience	प्रेक्षकगण
Auditorium	प्रेक्षागार
Auditorium	प्रेक्षागृह
Phantom	प्रेत
Phantom Mountain	प्रेतपर्वत
Phantom land	प्रेतभूमी
Phantom journey	प्रेतयात्रा
Ghost	प्रेतात्मा
Love	प्रेम
Love story	प्रेमकथा
Love story	प्रेमकहाणी
Show of love	प्रेमप्रदर्शन
Love affair	प्रेमबंधन
Loving	प्रेमळ
Premshar	प्रेमशर
A display of love	प्रेमाचे प्रदर्शन
Tears of love	प्रेमाश्रू
Girlfriend	प्रेमिका
Lover	प्रेमी
Beloved	प्रेयसी
Persuasive	प्रेरक
Motivation	प्रेरणा
Motivation	प्रेरयिता
Pressure cooker	प्रेशर कुकर
From	प्रेषक
Remittance	प्रेषण
Apostle	प्रेषित
Press	प्रेस
Projection	प्रोक्षण
Progeria	प्रोगेरिआ
Program	प्रोग्राम
Project	प्रोजेक्ट
Protestant	प्रोटेस्टंट
Protestant Church	प्रोटेस्टंट चर्च
Protons	प्रोटॉन
Protozoa	प्रोटोझोआ
Protoplast	प्रोटोप्लास्ट
Incentives	प्रोत्साहन
Professor	प्रोफेसर
Promethium	प्रोमेथिअम
Adult	प्रौढ
Adult education	प्रौढ शिक्षण
Adulthood	प्रौढपणा
Adult education	प्रौढशिक्षण
Adult	प्रौढा
Adulthood	प्रौढावस्था
Adulthood	प्रौढी
Plumber	प्लंबर
Plex	प्लक्ष
Plakshadwip	प्लक्षद्वीप
Plumber	प्लम्बर
Plasma	प्लाझ्मा
Platinum	प्लाटिनम
Plasmodium	प्लासमोडियम
Plassey	प्लासी
Plaster	प्लास्टर
Plastic	प्लास्टिक
Spleen	प्लीहा
Plutonium	प्लुटोनियम
Pluto	प्लूटो
Platinum	प्लॅटिनम
Plaster	प्लॅस्टर
Plastic	प्लॅस्टिक
Plastic money	प्लॅस्टिक मनी
Plague	प्लेग
Plate	प्लेट
Plate River	प्लेट नदी
Plato	प्लेटो
Plot	प्लॉट
F	फ
The letter f	फ अक्षर
F consonant	फ व्यंजन
Fund	फंड
Fundaki	फंडकी
Trap	फंद
Snare	फंदा
Mystic	फकीर
Fazli	फजली
Fazli Mango	फजली आंबा
Fajiti	फजिती
Burst	फट
फटकडी	फटकडी
Shot	फटका
Phatkarani	फटकारणी
Instantly	फटफट
Fireworks	फटाकडा
Fireworks	फटाकडी
Firecrackers	फटाका
Firecracker	फटाकी
Phad	फड
Flutter	फडकणे
Flapping	फडकवणे
To throw	फडकावणे
Fadtal	फडताळ
Flap	फडफड
Flapping	फडफडणे
Phadsha	फडशा
Fada	फडा
Fadi	फडी
फण	फण
फणका	फणका
फणस	फणस
Fana	फणा
Phanifen	फणिफेन
Fani	फणी
Fatwa	फतवा
Fateh Singh	फतेह सिंह
Fatehgarh Sahib	फतेहगढ साहिब
Fatehgarh Sahib District	फतेहगढ साहिब जिल्हा
City of Fatehgarh Sahib	फतेहगढ साहिब शहर
Fatehpur	फतेहपूर
Fatehpur District	फतेहपूर जिल्हा
Fatehpur city	फतेहपूर शहर
Fatehpur Sikri	फतेहपूर सिक्री
Fatehabad	फतेहाबाद
Fatehabad District	फतेहाबाद जिल्हा
Fatehabad city	फतेहाबाद शहर
Fattar	फत्तर
Fate	फत्ते
Fanna	फन्ना
Fur	फर
The difference	फरक
Farkand	फरकंड
Farkanda	फरकंडा
Farad	फरद
Farfar	फरफर
Firm	फरमा
Floor	फरशी
Pavement	फरस
Ferrari	फरारी
Faral	फराळ
Faria	फरिया
Angel	फरिश्ता
Faridkot	फरीदकोट
Faridkot district	फरीदकोट जिल्हा
Faridkot city	फरीदकोट शहर
Faridabad	फरीदाबाद
Faridabad district	फरीदाबाद जिल्हा
Farukhabad	फरुखाबाद
Farukhabad district	फरुखाबाद जिल्हा
Farukhabad city	फरुखाबाद शहर
Duty	फर्ज
Fard	फर्द
Furniture	फर्निचर
Form	फर्मा
Order	फर्माईश
Decree	फर्मान
Farmas	फर्मास
Fermium	फर्मिअम
Furlong	फर्लांग
Floor	फर्श
Floor	फर्शी
Fruit	फल
Batsman	फलंदाज
Batting	फलंदाजी
Panel	फलक
Panel	फलकक्ष
Falkavan	फलकावन
Astrology	फलज्योतिष
Fruitfulness	फलसिद्धी
Flat	फलाट
So and so	फलाणा
Falalen	फलालेन
Fruit eater	फलाहार
Fruity	फलाहारी
The result	फलित
Horticulture	फलोत्पादन
Falgu	फल्गू
Falgu River	फल्गू नदी
Fruit	फळ
Fruit tree	फळझाड
To bear fruit	फळणे
Fruits	फळफूल
Orchards	फळबाग
Fruits and vegetables	फळभाजी
Fruitful	फळवाला
Fruit seller	फळविक्रेता
Fruit	फळा
Board	फळी
Spray	फवारणी
Fountain	फवारा
Fraudulent	फसगत
Cheating	फसवणूक
Limb	फांदी
Fandori	फांदोरी
File	फाईल
Fountain Pen	फाउंटेन पेन
Foul	फाऊल
Fuck	फाक
Faka	फाका
Fag	फाग
Gate	फाटक
Cracked part	फाटका भाग
Torn	फाटलेला
Torn part	फाटलेला भाग
Faduts	फाडुट्स
Fatki	फातकी
Fatima	फातिमा
Fatya	फात्या
Father of Waters	फादर ऑफ वॉटर्स
Advantage	फायदा
Fiber optic cable	फायबर ऑप्टिक केबल
Fibrin	फायब्रिन
Fibrinogen	फायब्रिनोजन
Firing	फायरिंग
Difference	फारकत
Farakhat	फारखत
Persian	फारशी
Persia	फारस
Farm	फार्म
Farmhouse	फार्महाऊस
Persian	फार्सी
Persian language	फार्सी भाषा
Falsa	फालसा
Falgun	फाल्गुन
Falguni full moon	फाल्गुनी पौर्णिमा
Phal	फाळ
Phalka	फाळका
Phalkamba	फाळकांब
Phalke	फाळके
Divide	फाळणी
Falwand	फाळवंड
फाळेटू	फाळेटू
Shovel	फावडा
Shovel	फावडे
Execution	फाशी
Fas	फास
Fasli	फासळी
Fasa	फासा
Fast track court	फास्ट ट्रॅक कोर्ट
Fahian	फाहियान
Worry	फिकीर
Ficci	फिक्की
Fixing	फिक्सिंग
Fixed deposit	फिक्स्ड् डिपॉजिट
Fiji	फिजी
Fiji Dollar	फिजी डॉलर
Fitkar	फिटकर
Alum	फिटकरी
Finmark	फिनमार्क
Finland	फिनलंड
Phenyl	फिनाईल
Finnish	फिनिश
Finnish language	फिनिश भाषा
Finney	फिनी
Finel	फिनेल
Firang	फिरंग
Spin	फिरकी
Spin bowler	फिरकी गोलंदाज
Spin bowling	फिरकी गोलंदाजी
To walk	फिरणे
Firni	फिरनी
Feroze Gandhi	फिरोज गांधी
Ferozepur	फिरोजपूर
Ferozepur district	फिरोजपूर जिल्हा
City of Ferozepur	फिरोजपूर शहर
Firozabad	फिरोझाबाद
Firozabad district	फिरोझाबाद जिल्हा
Complaint	फिर्याद
Complaint application	फिर्याद अर्ज
Plaintiff	फिर्यादी
Philadelphia	फिलाडेल्फिया
Philippines	फिलिपाइन्स
Philippines	फिलिपाईन्स
Filipino	फिलिपिनी
Filipino	फिलिपिनो
Philippines	फिलिपिन्स
Philippines	फिलिपीन्स
Filter coffee	फिल्टर कॉफी
Field	फिल्ड
Fields	फिल्ड्स
Film	फिल्म
Film Festival	फिल्मोत्सव
Fee	फी
Fee waiver	फी माफी
Lace	फीत
Blow	फुंक
Blowing	फुंकणी
Funker	फुंकर
Eat free	फुकटखाऊ
Eater	फुकटखोर
Freeness	फुकटपणा
Free	फुकटा
Phuktai	फुकटाई
Freeness	फुकटेपणा
Free	फुकट्या
Blow	फुकार
Fukushima midwife	फुकुशिमा दायची
Fugdi	फुगडी
Bulge	फुगवटा
Inflation	फुगवण
Bubble	फुगा
Misc	फुटकळ सामान
To burst	फुटणे
Football	फुटबॉल
Footballer	फुटबॉलपटू
Burst	फुटाणा
Fungi	फुणगी
Whisper	फुणफुण
Sigh	फुत्कार
Funafuti	फुनाफुती
Fupat	फुपाट
Lungs	फुप्फुस
Fufata	फुफाटा
Pneumonia	फुफ्फुसशोथ
Leisure	फुरसत
Fulka	फुलका
Sparkle	फुलकी
Flowers	फुलझडी
Flowers	फुलझाड
Vase	फुलदाणी
Fullpants	फुलपँट
Butterfly	फुलपाखरू
Flowerpot	फुलपात्र
Phulbani	फुलबनी
City of Phulbani	फुलबनी शहर
Flower garden	फुलबाग
Florist	फुलबाजा
Floriculture	फुलबाजी
Phulbadi	फुलबाडी
Florist	फुलवरा
Flowers	फुलवात
Floriculture	फुलशेती
Flowers	फुली
Flowers	फुले
Will bloom	फुलेल
Flora	फुलोरा
Flatulence	फुशारकी
To brag	फुशारकी मारणे
Whisper	फुसकार
Seduction	फुसलावणी
Ft	फूट
Footpath	फूटपट्टी
Sidewalk	फूटपाथ
Flowers	फूल
Cauliflower	फूलकोबी
Phulbiranj	फूलबिरंज
Florist	फूलमाळ
Florist	फूलवारा
Florist	फूलवारूळ
Florist	फूलवाला
Pallet	फूस
Factory	फॅक्टरी
Fadham	फॅदम
Fashion	फॅशन
Fashion designer	फॅशन डिझानर
Fensard	फेंसरड
Phensarda	फेंसरडा
Fence	फेंसा
Fake	फेक
Fake District	फेक जिल्हा
Fake City	फेक शहर
To shake	फेटणे
Feta	फेटा
Fed	फेड
Federated State of Micronesia	फेडरेटेड स्टेट ऑफ मायक्रोनेसिया
Federation of Indian Chambers of Commerce and Industries	फेडरेशन ऑफ इंडियन चेंबर ऑफ कॉमर्स अँड इंडस्ट्रीज
Foam	फेण
Feni	फेणी
Fen	फेन
Epilepsy	फेफरे
February	फेब्रुवारी
Again	फेर
Re-sale of shares	फेर समभाग विक्री
Re-election	फेरनिवडणूक
Rotation	फेरपालट
Tour	फेरफटका
Modification	फेरफार
Shuffle	फेरबदल
Reconsideration	फेरविचार
Round	फेरा
Round	फेरी
Peddler	फेरीवाला
Face	फेस
Facebook	फेसबुक
Faizabad	फैजाबाद
Faizabad district	फैजाबाद जिल्हा
Faizabad city	फैजाबाद शहर
Fair	फैर
Dispersion	फैलाव
Faisalabad	फैसलाबाद
Faisalabad district	फैसलाबाद जिल्हा
Faisalabad city	फैसलाबाद शहर
Form	फॉर्म
Formula	फॉर्म्युला
Forlami	फॉर्लामी
Follow the public offer	फॉलो ऑफ पब्लिक ऑफर
Phosphorus	फॉस्फरस
Phosphate	फॉस्फेट
Fossel	फॉस्सेल
Fossel Mango	फॉस्सेल आंबा
Photon	फोटॉन
Photo	फोटो
Photocopy	फोटोकॉपी
Photographer	फोटोग्राफर
Sores	फोड
Bursting	फोडणी
Phone	फोन
Phonograph	फोनोग्राफ
Fopla	फोपला
Fopula	फोपुला
Forint	फोरिंट
Fall	फोल
Folkat	फोलकट
Army	फौज
Faujdar	फौजदार
Foreclosure	फौजदारी
Criminal Court	फौजदारी कोर्ट
Criminal Court	फौजदारी न्यायलय
Army	फौजफाटा
Phnom Penh	फ्नोम पेन्ह
Ford	फ्योर्ड
Frank	फ्रँक
France	फ्रान्स
Francium	फ्रान्सिअम
Phrygia	फ्रिजीया
Freetown	फ्रीटाउन
Fracture	फ्रॅक्चर
French	फ्रेंच
French Guiana	फ्रेंच गियाना
French Guiani	फ्रेंच गियानी
French language	फ्रेंच भाषा
Frenchfry	फ्रेंचफ्राय
Frederick North	फ्रेडरिक नॉर्थ
Frederick North	फ्रेडेरिक नॉर्थ
Frame	फ्रेम
Frock	फ्रॉक
Flannel	फ्लानेल
Flannel pants	फ्लानेलची विजार
Flycatcher	फ्लायकॅचर
Flannel	फ्लालेन
The flu	फ्लू
Flat	फ्लॅट
Flash	फ्लॅश
B	ब
Letter B	ब अक्षर
B dishes	ब व्यंजन
Vitamin B	ब-जीवनसत्त्व
B-1	ब-१
Vitamin B-1	ब-१ जीवनसत्त्व
B-12	ब-१२
Vitamin B-12	ब-१२-जीवनसत्त्व
B-2	ब-२
Vitamin B-2	ब-२-जीवनसत्त्व
B-3	ब-३
B-6	ब-६
Vitamin B-6	ब-६-जीवनसत्त्व
Bank	बँक
Bank of India	बँक ऑफ इंडिया
Bank employees	बँक कर्मचारी
Bank locker	बँक लॉकर
Bangkok	बँकॉक
Band	बँड
Band squad	बँड पथक
Bangalore	बंगरूळु
Bangalore District	बंगरूळु जिल्हा
Bungalow	बंगला
Bengali script	बंगली लिपी
Bangalore	बंगलोर
Bangalore	बंगलोरा
Bangalore Mango	बंगलोरा आंबा
Bangalore	बंगळुरू
Bangalore Rural	बंगळूर ग्रामीण
Bangalore Rural District	बंगळूर ग्रामीण जिल्हा
Bengal	बंगाल
Bengal Tiger	बंगाल टायगर
Bengal Raga	बंगाल राग
Bay of Bengal	बंगालचा उपसागर
The tiger of Bengal	बंगालचा वाघ
Bay of Bengal	बंगालची खाडी
Bengal	बंगालन
Bengalis	बंगालवासी
Bengali	बंगाला
Bengali	बंगालिका
Bengali	बंगाली
Bengali Pimple	बंगाली पिंपळी
Bengali sweets	बंगाली मिठाई
Bengali Raga	बंगाली राग
Barren	बंजर
Barren land	बंजर जमीन
Banjarin	बंजारीण
Rebellion	बंड
Rebel	बंडखोर
Bundle	बंडल
Bundy	बंडी
Bandya Dhiwar	बंड्या धिवर
Off	बंद
Bandagi	बंदगी
Monkey	बंदर
Captive	बंदिजन
Captive	बंदिवान
Captivity	बंदिवास
Confinement	बंदिस्तता
Confinement	बंदिस्तपणा
Captive	बंदी
Prison	बंदीखाना
Captive	बंदीजन
Captivity	बंदीवास
Prison	बंदीशाळा
Gun	बंदूक
Gunman	बंदूकधारी
Gunman	बंदूखधारी
Settlement	बंदोबस्त
To arrange	बंदोबस्त करणे
Bondage	बंधन
Bandhara	बंधारा
Fraternity	बंधुता
Fraternity	बंधुत्व
Brotherhood	बंधुभाव
Brother	बंधू
Bomb	बंब
Bombardment	बंबगाडी
Buck	बक
Armor	बकतर
Chatter	बकबक
Goat	बकरा
Goat	बकरी
Goat Eid	बकरी ईद
Bakrid	बकरीद
Nonsense	बकवृत्ती
Bakana	बकाणा
Bakasur	बकासुर
Bakul	बकुळ
Bakuli	बकुळी
Bakoti	बकोटी
Buckle	बक्कल
Armor	बक्तर
Bounties	बक्शीस
Reward	बक्षिशी
Bounty	बक्षिस
Bounty	बक्षिसी
Reward	बक्षीस
Buxar	बक्सर
Buxar District	बक्सर जिल्हा
Buxar city	बक्सर शहर
Baxis	बक्सीस
Armor	बखतर
Quarrel	बखेडा
Bakhot	बखोट
Armor	बख्तर
Bug	बग
Baghdad	बगदाद
Next to	बगल
Heron	बगळा
Heron Morga	बगळ्या मोरगा
Spoilage	बगाड
Of the garden	बगीचा
बगुणा	बगुणा
बगुणे	बगुणे
Buggy	बग्गी
Buggy	बग्घी
To see	बघणे
Baghelkhand	बघेलखंड
Let's see	बघ्या
Savings	बचत
Savings	बचतदार
Rescue	बचाव
Defender	बचावकर्ता
Baby	बच्चा
Calf	बछडा
Calves	बछडे
Bajrangbali	बजरंगबली
Bajaj	बजाज
Budget	बजेट
Butt	बट
Butt	बटक
Batki	बटकी
Button	बटण
Wallet	बटवा
Potatoes	बटाटा
Potatoes	बटाटावडा
Batukana	बटुंकणा
Batukana	बटुकणा
Dwarf	बटू
Quail	बटेर
Discount	बट्टा
Batty	बट्टी
बट्ट्याबोळ	बट्ट्याबोळ
Budga	बडगा
Budgam	बडगाम
Budgam district	बडगाम जिल्हा
The city of Budgam	बडगाम शहर
Babble	बडबड
Babble song	बडबड गीत
Babble	बडबडगीत
Babble	बडबडणे
Babble	बडबड्या
Badwa	बडवा
Badwani	बडवानी
Badwani district	बडवानी जिल्हा
Badwani city	बडवानी शहर
Badhans	बडहंस
Badhans Raga	बडहंस राग
Badiwar	बडिवार
Fennel	बडीशेप
Baroda	बडोदा
Baroda District	बडोदा जिल्हा
Promotion	बढती
Magnification	बढाई
To brag	बढाई मारणे
Pretending	बतावणी
Batasa	बतासा
Batta	बत्ता
Battasa	बत्तासा
Battishi	बत्तिशी
Lights	बत्ती
Thirty two	बत्तीस
Bathuwa	बथुवा
Bad	बद
Duck	बदक
Mischief	बदकर्म
Badga	बदगा
Badga tribe	बदगा जमात
Defamation	बदनामी
Badra	बदरा
Change	बदल
Change	बदला
Changed	बदली
Badaun	बदाउं
Badaun District	बदाउं जिल्हा
Badaun city	बदाउं शहर
Almonds	बदाम
Brown	बदामी
Brown mango	बदामी आंबा
Brown horse	बदामी घोडा
Almond rice	बदामी तांदूळ
Constipation	बद्धकोष्ठ
Infertility	बद्धावस्था
Badrinath	बद्रीनाथ
Badrinath Dham	बद्रीनाथ धाम
Deaf	बधिर
Deafness	बधिरता
Deafness	बधिरपणा
Numbness	बधीरता
Barren	बनजर
Barren land	बनजर जमीन
Bandajait	बनडाजैत
Bandajait Raga	बनडाजैत राग
Bandadevagari	बनडादेवगरी
Bandadevagari raga	बनडादेवगरी राग
To make	बनवणे
Made	बनात
Banaras	बनारस
Banarasi	बनारसी
Texture	बनावट
Fakeness	बनावटपणा
Banas	बनास
Banas river	बनास नदी
Banaskantha	बनासकांठा
Banaskantha district	बनासकांठा जिल्हा
Vest	बनियन
Baburji	बबर्जी
Babra	बभ्रा
Eyebrows	बभ्रु
Babhru Rishi	बभ्रु ऋषी
Bomb	बम
Bamhani	बम्हनी
Baya	बया
Earnest	बयाणा
Earnest	बयाणो
Earnest	बयाना
Barak	बरक
Barak River	बरक नदी
Barkat	बरकत
Bargadi	बरगडी
Barchi	बरची
Spear	बरछी
Bertie	बरटी
Barda Titir	बरडा तितिर
Jar	बरणी
Barnala	बरनाळा
Barnala District	बरनाळा जिल्हा
City of Barnala	बरनाळा शहर
Barbuda	बरबुडा
Burma	बरमा
Bermuda	बरमूडाई
To burn	बरळणे
Barhi	बरही
Barack	बराक
Baragarh	बरागढ
Baragarh district	बरागढ जिल्हा
Baragarh city	बरागढ शहर
Barat	बराट
Baran	बरान
Baran District	बरान जिल्हा
Barari	बरारी
OK	बरी
Baru	बरू
Bareilly	बरैली
Bareilly District	बरैली जिल्हा
City of Bareilly	बरैली शहर
The correct mark	बरोबरची खूण
Equal	बरोबरी
Berkeley	बर्केलियम
Burger	बर्गर
Birchi	बर्ची
Spear	बर्छी
Bird watching	बर्ड वॉचिंग
Berth	बर्थ
Bardhaman	बर्धमान
Bardhaman district	बर्धमान जिल्हा
Bardhaman city	बर्धमान शहर
Bern	बर्न
Ice	बर्फ
Snowfall	बर्फवृष्टी
Barfi	बर्फी
Burma	बर्मा
Birmingham	बर्मिंघम
Bermuda	बर्म्यूडा
Bermuda Dollar	बर्म्यूडा डॉलर
Berlin	बर्लिन
Barhanpur	बर्‍हाणपूर
Barhanhanpur district	बर्‍हाणपूर जिल्हा
Barhanpur	बऱ्हाणपूर
Force	बल
Bulk	बलक
Balram	बलराम
Balrampur	बलरामपूर
Balrampur District	बलरामपूर जिल्हा
Balrampur city	बलरामपूर शहर
Tonic	बलवर्धक
Balsad	बलसाड
Call	बला
Bland	बलांड
Block	बलाक
Balakashva	बलाकाश्व
Balaki	बलाकी
Rape	बलात्कार
Rapist	बलात्कारी
Balabal	बलाबल
Balahak	बलाहक
Sacrifice	बलि
To sacrifice	बलि देणे
Sacrifice	बलिदान
Sacrifice	बलिप्रतिपदा
Sacrifice	बलिप्रदान
Strong	बलिया
Ballia district	बलिया जिल्हा
Ballia city	बलिया शहर
Balin	बलीन
Boulevard	बलीवर्द
Boulevard machine	बलीवर्द यंत्र
Balochistan	बलुचिस्तान
Balute	बलुते
Oaky	बलुतेदार
Balkh	बल्ख
Bulgaria	बल्गेरिया
Bulb	बल्ब
Ballav	बल्लव
Ballari	बल्लारी
Balwal	बल्वल
Force	बळ
Strong	बळकटी
Coercion	बळप्रयोग
Balwagh	बळवाघ
To force	बळावणे
Balibhadra	बळिभद्र
The victim	बळी
To sacrifice	बळी देणे
Baliraja	बळीराजा
Sandstone	बळूचा दगड
Bavaria	बवेरिया
Bashi	बशी
Just	बस
Just depot	बस आगार
Bus Depot	बस डेपो
Bus ticket	बस तिकीट
Bus service	बस सर्विस
Bus station	बस स्थानक
Spring	बसंत
Spring Raga	बसंत राग
Bus depot	बसआगार
Baskar	बसकर
Basadepo	बसडेपो
To sit	बसणे
Bus stop	बसथांबा
BSP	बसपा
Busfugdi	बसफुगडी
Busbar	बसबार
Bus service	बससेवा
Busstop	बसस्टॉप
Bus station	बसस्थानक
Busker	बस्कर
Bastar	बस्तर
Bastar District	बस्तर जिल्हा
Backpack	बस्ता
Settlement	बस्ती
Basti district	बस्ती जिल्हा
Township	बस्ती शहर
Bahr	बहर
Bahraich	बहराईच
The city of Bahraich	बहराईच शहर
Bahrampur	बहरामपूर
Behrampur city	बहरामपूर शहर
Bahrain	बहरैन
Bahada Dhok	बहाडा ढोक
Excuse	बहाणा
Pretender	बहाणेबाज
Seventy two	बहात्तर
Seventy two	बहात्तरावा
Bravery	बहादुरी
Brave	बहादूर
Brave	बहाद्दर
Bahamas	बहामा
The Bahamas dollar	बहामा डॉलर
Bahamas	बहामावासी
Bahamas	बहामास
Bahamian	बहामी
Spring	बहार
Bahargurjari	बहारगुर्जरी
Exodus	बहारनशाख
Bahrain	बहारीन
Bahraini Dinar	बहारीन दीनार
Bahawalpur	बहावलपूर
Bahawalpur District	बहावलपूर जिल्हा
City of Bahawalpur	बहावलपूर शहर
Drift	बहावा
Bahasa Indonesia	बहासा इंडोनेशिया
Bahasa Malaysia	बहासा मलेशिया
Exocrine glands	बहिःस्रावी ग्रंथी
Sister-in-law	बहिणीची सासुरवाडी
Sister-in-law	बहिणीचे सासर
Deaf	बहिरा
Deaf rabbit	बहिरी ससाणा
Deafness	बहिरेपणा
Exit	बहिर्गमन
Convex lens	बहिर्वक्र भिंग
Extrinsic	बहिर्षि
Bahirshi Rishi	बहिर्षि ऋषी
Extroverted	बहिर्षी
Exotic sage	बहिर्षी ऋषी
Exclusion	बहिष्करण
Boycott	बहिष्कार
Sister	बहीण
Sister Lake	बहीणलेक
Deafness	बहीरपणा
Bahujan Samaj Party	बहुजन समाज पार्टी
For a long time	बहुतकाळ
Polyhedral	बहुदक
Multistory building	बहुमजली इमारत
