ताम्रपत्र	ताम्रपक्षा
ताम्रपत्र	ताम्रपत्र
कॉपर पॉट	ताम्रपात्र
तांबे का फूल	ताम्रपुष्पी
तायक्वोंडो	तायक्वांडो
वायर	तार
तारक	तारक
तारक मंत्र	तारक मंत्र
ज्योतिषी	तारकटोडी
तारकब्रह्म	तारकब्रह्म
सितारा	तारकश
एक स्टार के साथ	तारकशी
तारकस	तारकस
सितारा	तारका
CONSTELLATION	तारकाक्ष
तारकीय	तारकायण
तारकासुर	तारकासुर
तार	तारघर
बंधक	तारण
बंधक	तारणपत्र
मुक्तिदाता	तारणहार
मोक्ष	तारणी
तारतम्यबुद्धि	तारतम्यबुद्धी
तारफेनी	तारफेणी
तारों	तारयंत्र
तार	तारसप्तक
तरसर	तारसार
वृषभानुपनिषद	तारसारउपनिषद
तारसोपनिषद	तारसारोपनिषद
सितारा	तारा
आकाशगंगा	तारांगण
केबल	तारांबळ
CONSTELLATION	ताराक्ष
CONSTELLATION	तारागृह
तार-तार कर दिया	तारापीड
CONSTELLATION	तारामंडळ
तारामती	तारामती
तारावती	तारावती
दिनांक	तारिका
दिनांक	तारीख
तारिख-ए-इलाही	तारीख-इ-इलाही
प्रशंसा	तारीफ
जवानी	तारुण्य
किशोरावस्था	तारुण्यपीटिका
किशोरावस्था	तारुण्यावस्था
तीर	तारू
तार्किक	तार्किक
टैटार	तार्तर
टैटार	तार्तार
ताल	ताल
तलबन	तालबेन
ताल	तालरंग
तालु	तालवेणू
पाताल वर्ण	तालव्य वर्ण
ताड़ के पत्ते	तालस्कंध
तेलिन	तालिन
तालिबान	तालिबान
प्रशिक्षण	तालीम
तालुकदार	तालुकदार
तालुका	तालुका
तालु	तालू
सुलह	ताळमेळ
लॉक	ताळा
ताले	ताळे
बुखार	ताव
पकड़	तावडी
बुखार	तावण
प्रस्ताव	तावदान
बुखार	तावाण
ताशकंद	ताशकंद
ताशा	ताशा
ताशकंद	ताश्कंद
घंटे	तास
प्रति घंटा	तासकाम
प्रति घंटा	तासकामी
तसमया	तासकाम्या
प्रति घंटा	तासडपट्टी
तसनी	तासणी
एक घंटे के लिए	तासभर
इस घंटे	तासा
टीकमगढ़	तिकमगढ
टीकमगढ़ जिला	तिकमगढ जिल्हा
टिकट चेकर	तिकिट तपासनीस
टिकट	तिकीट
लाल मिर्च	तिखट
तीखेपन	तिखटपणा
तीखेपन	तिखटाई
तीखेपन	तिखारपणा
तेज़	तिखे
दजला	तिग्रिस
टिगरिस नदी	तिग्रिस नदी
तिचकी	तिचाकी
तिजारा बुखार	तिजारा ताप
व्यापार	तिजारें
मेहराब	तिजोरी
टिटकाना	तिटकण
टिटकन	तिटकन
घृणा	तिटकारा
टिटकी	तिटकी
तैसा	तिठा
तिदिक	तिडीक
तीतर	तितर
तितिक्षा	तितिक्ष
तितिक्षा ऋषि	तितिक्ष ऋषी
तितिक्षा	तितिक्षा
तीतर	तितिर
तैसा ur	तितूर
तैत्तिर	तित्तिर
टिटिहरी	तित्तिरि
तैत्तिरीय ऋषि	तित्तिरि ऋषी
दिनांक	तिथी
तिनसुकिया	तिनसुकिया
तिनसुकिया जिला	तिनसुकिया जिल्हा
तिनसुकिया शहर	तिनसुकिया शहर
शाम को	तिनिसांज
तिनिसंजा	तिनिसांजा
उस शाम	तिनीसांज
उस शाम	तिनीसांजा
तिनिसनजा	तिन्हिसांजा
शाम के तीन	तिन्हीसांजा
ट्रिपल	तिपट
ट्रिपल	तिप्पट
तिब्बत	तिबेट
तिब्बती	तिबेटी
तिब्बती भाषा	तिबेटी भाषा
तिब्बती लिपि	तिबेटी लिपी
टाइमिंगल	तिमिंगल
टाइमिंगिल	तिमिंगिल
तिमिध्वज	तिमिध्वज
अंधेरा	तिमिर
आप	तिमी
तिरंगा	तिरंगा
तिरंगा झंडा	तिरंगी झेंडा
तिरंगा झंडा	तिरंगी ध्वज
धनुराशि	तिरंदाज
तीरंदाजी	तिरंदाजी
तिरछापन	तिरकेपणा
तिर्डी	तिरडी
कुटिल	तिरढी
तैरना	तिरणे
तिरछा	तिरप
ढलान वाला जिला	तिरप जिल्हा
तिरछा	तिरपीट
तिरवत	तिरवट
तिरवत राग	तिरवट राग
थिरवली बाड़	तिरवाली फेंसा
निंदा	तिरस्कार
तुच्छ	तिरस्कृत
अभिमंत्रित मंत्र	तिरस्कृत मंत्र
तिराना	तिराना
तिरुवनंतपुरम	तिरुअनंतपुरम
तिरुवनंतपुरम जिला	तिरुअनंतपुरम जिल्हा
तिरुचिरापल्ली	तिरुचिरापल्ली
तिरुचिरापल्ली जिला	तिरुचिरापल्ली जिल्हा
तिरुचिरापल्ली शहर	तिरुचिरापल्ली शहर
तिरुनेलवेली	तिरुनलवेली
तिरुनेलवेली जिला	तिरुनलवेली जिल्हा
तिरुनेलवेली शहर	तिरुनलवेली शहर
तिरुपति	तिरुपती
तिरुवनंतपुरम	तिरुवनंतपुरम
तिरुवन्नामलाई	तिरुवनमलै
तिरुवन्नामलाई जिला	तिरुवनमलै जिल्हा
तिरुवनंतपुरम शहर	तिरुवनमलै शहर
थिरुवरुर	तिरुवरुर
तिरुवरूर जिला	तिरुवरुर जिल्हा
तिरुवरूर शहर	तिरुवरुर शहर
तिरुवल्लुर	तिरुवल्लुर
तिरुवल्लुर जिला	तिरुवल्लुर जिल्हा
तिरुवल्लुर शहर	तिरुवल्लुर शहर
तिरुवनंतपुरम	तिरुवांकूर
तीरी	तिर्री
तिर⁇ हयात	तिर्‍हाइत
तिलक	तिलक
तिलक्कमोड़	तिलककामोद
तिलांजलि	तिलांजली
तिलंजुली	तिलांजुली
तिलोत्तमा	तिलोत्तमा
तिलोदक	तिलोदक
तिवा	तिळवा
तिलवा लड्डू	तिळवा लाडू
तिनसिंगी	तिळांजळी
तिवुंजु	तिळांजुळ
तिंुजु ळ	तिळांजुळी
तिल का तेल	तिळाचे तेल
तिल के बीज	तिळे
त्योदक	तिळोदक
तिवई	तिवई
तीव्र	तिवर
तिवा	तिवा
तिवारी	तिवार
तिवारा	तिवारा
तिवारी	तिवारी
तिववा	तिव्वा
तीस	तिशी
तिष्टा	तिष्ठा
तिष्टा नदी	तिष्ठा नदी
तीसरा	तिसरा
तीसरी गति	तिसरा गतिमाला
तीसरा गियर	तिसरा गिअर
तीसरा चक्र	तिसरा चक्रण
जॉर्ज III	तिसरा जॉर्ज
तीसरी आँख	तिसरा डोळा
तीसरा दंत चक्र	तिसरा दंतुरचक्र
तीसरी घड़ी	तिसरा प्रहर
तीसरा	तिसरी
तीसरे वर्ग	तिसरी इयत्ता
तीस्ता	तिस्ता
तीस्ता नदी	तिस्ता नदी
तीखेपन	तीक्ष्णता
तीज	तीज
तीसरा	तीजा
टीट	तीट
दांत	तीथ
तीन	तीन
तारीख तीन	तीन तारीख
तीन पत्तियां	तीन पत्ती
तीन पानी	तीन पानी
तीन आयामी	तीन-त्रिकाळ
तीन स्टार	तीनतारी
तीर	तीर
मंदिर	तीर्थ
तीर्थयात्री तपस्वी	तीर्थ संन्यासी
तीर्थंकर	तीर्थंकर
मंदिर	तीर्थक्षेत्र
तीर्थ यात्रा	तीर्थयात्रा
तीर्थ यात्रा	तीर्थरूप
मंदिर	तीर्थस्थळ
मंदिर	तीर्थस्थान
तिलि	तीली
तिल	तीळ
तिल के बीज	तीळभात
गहन जागरूकता	तीव्र जाणीव
गहन भावना	तीव्र भावना
अत्याधिक पीड़ा	तीव्र वेदना
तीव्रता	तीव्रता
तीव्रता	तीव्रपणा
तीव्र	तीव्रस्वर
सहानुभूति	तीव्रानुभूती
तीस	तीस
तीस तारीख	तीस तारीख
तीस	तीसेक
तुंगनाथ	तुंगनाथ
तुंगनाथ महादेव	तुंगनाथ महादेव
तुंगभद्रा	तुंगभद्रा
तुंगोच चोटी	तुंगोच्च शिखर
टुंडी	तुंदि
टुंडी	तुंदी
खीरा	तुंबडी
तुम्बरू	तुंबरु
तुम्बरू	तुंबरू
तुम्बा	तुंबा
तुम्बी	तुंबी
तुम्बरू	तुंबुरु
तुएनसांग	तुएनसांग
तुएनसांग जिला	तुएनसांग जिल्हा
तुएनसांग शहर	तुएनसांग शहर
टुकड़े टुकड़े	तुकडमोड्या
टुकड़ा	तुकडा
सेना की टुकड़ी	तुकडी
टुकड़े टुकड़े	तुकड्या
तुका	तुका
तुकाराम	तुकाराम
तुकोबा	तुकोबा
तुक्कल	तुक्कल
तुच्छता	तुच्छता
तोड़ने के लिए	तुटणे
कमी	तुटवडा
चलकर	तुडवणी
चलकर	तुडवणूक
तुनतुने	तुणतुणे
टुटारजी	तुतारजी
टुटारी	तुतारी
शहतूत	तुती
आंधी	तुफान
तूफान	तुफानखोर
तुमकुर	तुमकूर
तुमकुर जिला	तुमकूर जिल्हा
तुमकुर शहर	तुमकूर शहर
तुरंग	तुरंग
तुरंगगौड	तुरंगगौड
तुरंगम	तुरंगम
तुरही	तुरई
तुर्ग	तुरग
तुर्गादानव	तुरगदानव
कषाय	तुरटपणा
फिटकिरी	तुरटी
तुरते	तुरटे
तुस्र्प	तुरप
तुरपानी	तुरपणी
तुरमती	तुरमती
तुरा	तुरा
तुरा शहर	तुरा शहर
तुरही से परे	तुरीयातीत
तुरियात में उपनिषद	तुरीयातीत उपनिषद
तुरियातोपनिषद	तुरीयातीतोपनिषद
जेल व	तुरुंग
कैद होना	तुरुंगवास
तुरुमतारी	तुरुमतरी
तूरवाला बुलबुल	तुरेवाला बुलबुल
तुर्क	तुर्क
तुर्कमेनिस्तान	तुर्कमेनिया
तुक्रमेन	तुर्कमेनियायी
तुर्कमेनिस्तान	तुर्कमेनिस्तान
तुक्रमेन	तुर्कमेनिस्तान वासी
तुर्कमेनिस्तानी	तुर्कमेनिस्तानी
तुर्कमेनिस्तान मनत	तुर्कमेनिस्तानी मानाट
तुक्रमेन	तुर्कमेनी
तुर्कमेन भाषा	तुर्कमेनी भाषा
तुर्की	तुर्कस्तान
तुर्की	तुर्की
तुर्की घोड़ा	तुर्की घोडा
तुर्की भाषा	तुर्की भाषा
तुर्की लीरा	तुर्की लिरा
तुर्रा बेसरा	तुर्रा बेसरा
तुर्वश	तुर्वश
तुर्वसु	तुर्वसु
तुरहती	तुर्‍हाटी
तुलना	तुलना
तुलसीदास	तुलसीदास
आप को	तुला
आप राशि चक्र पर हस्ताक्षर करें	तुला राशीवाला
तुला	तुलादान
तुला	तुलाधार
तूलिका	तुलिका
किरण	तुळई
तुला	तुळणा
संतुलन	तुळणी
तुवाई	तुळवी
तुलवी भाषा	तुळवी भाषा
तुलसी	तुळशी
तुलसी की पत्तियां	तुळशीपत्र
तुलसी वृंदावन	तुळशीवृंदावन
तुलसी	तुळस
तुलु	तुळु
तुलु भाषा	तुळु भाषा
तुवालू	तुवालू
ठंढ	तुषार
संतुष्ट	तुषित
संतुष्टि	तुष्टता
संतुष्टि	तुष्टी
सीधापन	तुसडेपणा
तुहुंड	तुहुंड
घाटा	तूट
टुट	तूत
शहतूत	तूती
तुतुकुडी	तूतुकुडी
तूतीकोरिन जिला	तूतुकुडी जिल्हा
तूतीकोरिन शहर	तूतुकुडी शहर
घी	तूप
टूर	तूर
रहर दाल	तूरडाळ
तुला	तूळ
तुला	तूळ राशीवाला
तराजू	तूळ रास
घास	तृण
त्रिनकर्ण ऋषि	तृणकर्ण ऋषी
शाकाहारी	तृणजीवी प्राणी
अनाज	तृणधान्य
त्रिनप	तृणप
शाकाहारी	तृणभक्षी प्राणी
तृणमणि	तृणमणि
तृणमूल कांग्रेस	तृणमूल काँग्रेस
त्रिनवार्ता	तृणावर्त
तृतीया पुरुष	तृतीय पुरूष
तीसरा	तृतीया
संतुष्टि	तृप्तता
संतुष्टि	तृप्ती
प्यास	तृषा
तृष्णा	तृष्णा
तेग बहादुर	तेगबहादुर
तेगबहादुर गुरु	तेगबहादुर गुरू
तेगा	तेगा
तेगुचिगल्पा	तेगुचीगल्प
तेज	तेज
तेजना	तेजना
चौका देने वाला	तेजस्वी
चमक	तेजस्वीपणा
अम्ल	तेजाब
तेज	तेजी
तेजोगोल	तेजोगोल
तेजोबिंदुउपनिषद	तेजोबिंदुउपनिषद
उज्ज्वल बिन्दु	तेजोबिंदू
तेजोवलय	तेजोवलय
मंदता	तेजोहीनता
तेजु	तेझु
तेजू शहर	तेझु शहर
दरार	तेढ
तब मैं	तेनी
थेनी जिला	तेनी जिल्हा
थेनी शहर	तेनी शहर
टेड़ा	तेरडा
तेरहवां	तेरवा
तेरह	तेरा
तुम्हारी तारीख	तेरा तारीख
तेरहवां	तेरावा
तेरहवां	तेरावे
तेल	तेल
तेल मंत्रालय	तेल मंत्रालय
तेल की माला	तेल मणी
तेलंगाना	तेलंगण
तेलंगाना के लोग	तेलंगणवासी
तेलंगाना	तेलंगी
चाटुकारिता	तेलकटपणा
तेलगंडी	तेलगंडी
तेलुगु देशम पक्ष	तेलगु देशम पक्ष
तेलुगु देशम पार्टी	तेलगु देशम पार्टी
तेलुगु देशम पक्ष	तेलगु देसम पक्ष
तेलुगु देशम पार्टी	तेलगु देसम पार्टी
तेलुगू	तेलगू
तिलहन	तेलघाणा
तिलहन	तेलघाणी
तेल और पानी	तेलपाणी
तेल का पोत	तेलपात्र
तिलहन	तेलबी
तेल मालिश	तेलमालिश
तेल मेँ	तेलवात
तेल	तेली
तेल	तेलीण
तेलुगू	तेलुगु
तेलुगू	तेलुगू
तेलुगु लिपि	तेलुगू लिपी
तेल लगा देंगे	तेळेल
लगभग बीस	तेविशी
तेईस	तेवीस
तेईस तारीख	तेवीस तारीख
तेहरान	तेहरान
टिहरी	तेहरी
टिहरी शहरी	तेहरी शहरी
तैंतीस	तेहेतीस
तैत्रीय	तैत्तिरीय
तैत्तिरीय उपनिषद	तैत्तिरीय उपनिषद
तैत्तिरीयोपनिषद	तैत्तिरीयोपनिषद
ताइपेई	तैपेई
तैल चित्र	तैलचित्र
तेल का	तैलबैला
तेल का पत्थर	तैलमणि
तेल मालिश	तैलमर्दन
तेल	तैलरंग
तैलीय क्रिस्टल	तैलस्फटिक
तेल का	तैलाभ्यंग
तल्तिली	तैलिंगी
ताइवान	तैवान
ताइवान डॉलर	तैवान डॉलर
ताइवानी	तैवानवासी
ताइवानी	तैवानी
मुंह	तोंड
सामना करने के लिए	तोंड येणे
चेहरा पहचान	तोंडओळख
मुँह में पानी आना	तोंडपुजेपणा
टोंडपूज्य	तोंडपुज्या
टोंडली	तोंडली
मुंह	तोंडले
आमने - सामने	तोंडवळा
ओरल चुंबन	तोंडी निरोप
मौखिक आवेदन	तोंडी लावणे
तोआ	तोआ
टोक	तोक
तीखेपन	तोकडेपणा
हानि	तोटा
घाटा	तोटी
टूटना	तोड
समझौता	तोडगा
टूट - फूट	तोडणावळ
काट रहा है	तोडणी
तोड़ने के लिए	तोडणे
बर्बरता	तोडफोड
टूटना	तोडा
हकलाना	तोतरा
हकलाना	तोतरेपणा
तोतापुरी	तोतापुरी
तोतापुरी आम	तोतापुरी आंबा
तोप	तोफ
तोपें	तोफखाना
तोपें	तोफगाडा
तोपें	तोफगाडी
तोपें	तोफगोळा
तोप का गोला	तोफची
टोबरा	तोबरा
तोब्रुक	तोबरूक
तोब्रुक शहर	तोबरूक शहर
तोमर	तोमर
टोरडी	तोरडी
खंभा	तोरण
तोरण्या तोता	तोरण्या पोपट
तोरामल्ली	तोरमल्ली
संतुलन	तोल
तौलना	तोलणे
संतुलन	तोलन
तौलना	तोळा
तोलामासा	तोळामासा
MATTRESS	तोशक
तोशाल	तोशल
संतुष्टि	तोष
संतुष्टि	तोषण
तोशाल	तोषल
टोसल	तोसल
त्बिलिसी	त्बिलिसी
त्यक्तोदकट	त्यक्तोदक्त
संन्यास	त्याग
इस्तीफा	त्यागपत्र
टीआर	त्र
पत्र	त्र अक्षर
तीन व्यंजन	त्र व्यंजन
ट्रिनिटी	त्रयस्थपणा
त्रयी	त्रयी
त्रयोदशी	त्रयोदशी
त्रसदासु	त्रसदस्यु
त्रसदासु ऋषि	त्रसदस्यु ऋषी
ट्रेकिआ	त्रसरेणू
मोक्ष	त्राण
मुक्तिदाता	त्राता
त्रावणकोर	त्रावणकोर
मुसीबत	त्रास
त्रि-शिखी	त्रि-शिखि
त्रि-सिख उपनिषद	त्रि-शिखि उपनिषद
त्रिकाल	त्रिकाल
त्रिकालज्ञ	त्रिकालज्ञ
त्रिकोणमिति	त्रिकालज्ञाता
दूरबीन	त्रिकालदर्शी
त्रिकालवेत्ता	त्रिकालवेत्ता
त्रिकाल	त्रिकाळ
त्रिकालज्ञ	त्रिकाळज्ञ
त्रिकालज्ञ	त्रिकाळज्ञाता
त्रिकालदर्शी	त्रिकाळदर्शी
त्रिकालवेत्ता	त्रिकाळवेत्ता
तिकड़ी	त्रिकुट
तिकड़ी	त्रिकुटी
तिकड़ी	त्रिकूट
त्रिकोण	त्रिकोण
ट्रिपल	त्रिगुण
त्रिचूर	त्रिचूर
त्रिचूर जिला	त्रिचूर जिल्हा
त्रिचूर शहर	त्रिचूर शहर
त्रिजटा	त्रिजटा
RADIUS	त्रिज्या
ट्रिट	त्रित
त्रित ऋषि	त्रित ऋषी
त्रिदोष	त्रिदोख
त्रिदोष	त्रिदोष
त्रिधाणी	त्रिधनी
त्रिनिदाद	त्रिनिदाद
त्रिनिदाद और टोबैगो डॉलर	त्रिनिदाद आणि टोबॅगो डॉलर
त्रिनिदाद और टोबैगो	त्रिनिदाद व टोबॅगो
त्रिनिदाद और टोबैगो डॉलर	त्रिनिदाद व टोबॅगो डॉलर
त्रिनिदाद	त्रिनिदादीयन
त्रिनेत्र	त्रिनेत्र
त्रिपाठी	त्रिपाठी
त्रिपक्षीय	त्रिपार्श्व
त्रिपुंड	त्रिपुंड्र
त्रिपुर	त्रिपुर
त्रिपुरा के राजा	त्रिपुर राजा
त्रिपुरूपनिषद	त्रिपुरउपनिषद
त्रिपुरा	त्रिपुरा
त्रिपुत्रपनिउपनिषद	त्रिपुरातपनिउपनिषद
त्रिपुरपानी	त्रिपुरातपनी
त्रिपुरारी	त्रिपुरारी
त्रिपुरासुर	त्रिपुरासुर
त्रिपुरोपनिषद	त्रिपुरोपनिषद
त्रिफला	त्रिफळा
त्रिफला चित	त्रिफळा चीत
त्रिकोणीय	त्रिबाहू
त्रिभुवन	त्रिभुवन
ट्रिनिटी	त्रिमूर्ती
त्रिलोक	त्रिलोक
त्रिलोकनाथ	त्रिलोकनाथ
त्रिलोकपति	त्रिलोकपती
त्रिलोही	त्रिलोही
त्रयी	त्रिलौही
त्रिवण	त्रिवण
त्रिवण राग	त्रिवण राग
त्रिवानी	त्रिवणी
तीनों	त्रिवर्ग
त्रिवली	त्रिवली
त्रैलोक्य	त्रिवल्य
त्रिवली	त्रिवळी
तीन बार	त्रिवार
त्रिविक्रम	त्रिविक्रम
तिरुवनंतपुरम	त्रिवेंद्रम
त्रिवेणी	त्रिवेणी
त्रिवेणी संगम	त्रिवेणी संगम
त्रिवेदी	त्रिवेदी
त्रिशंकु	त्रिशंकु
त्रिशिक	त्रिशिख
त्रिशिर	त्रिशिर
ट्रिशीरा	त्रिशिरा
ट्राइडेंट	त्रिशूल
त्रिशूलधारी	त्रिशूलधारी
ट्राइडेंट	त्रिशूळ
त्रिशूलधारी	त्रिशूळधारी
ट्राइडेंट	त्रिशोक
त्रिशोक ऋषि	त्रिशोक ऋषी
त्रिशूर पूरम	त्रिश्शूर पूरम
तीन बजे	त्रिसंध्या
त्रिसमा	त्रिसामा
त्रिसमा नदी	त्रिसामा नदी
त्रिशूल	त्रिस्तनी
त्रिस्तव	त्रिस्तवा
त्रिशूल	त्रिस्तानी
त्रुटि	त्रुटी
तैंतालीस	त्रेचाळीस
त्रेता	त्रेता
त्रेतायुग	त्रेतायुग
त्रेडा	त्रेधा
तिरपन	त्रेपन्न
त्रेसठ	त्रेसष्ट
त्रिकालदर्शी	त्रैबली
आदिवासी ऋषि	त्रैबली ऋषी
त्रैलोक्य	त्रैलोक्य
ट्रोटक	त्रोटक
ट्रोटक राग	त्रोटक राग
ट्रोटकी	त्रोटकी
त्रयम्बक	त्र्यंबक
त्र्यंबकेश्वर	त्र्यंबकेश्वर
ट्रिक्स	त्र्यक्ष
त्रिकेशी	त्र्यक्षी
तिरासी	त्र्याऐंशी
तिरानवे	त्र्याण्णव
तृणमूल	त्र्यारुण
त्रिदेव ऋषि	त्र्यारुण ऋषी
तिहत्तर	त्र्याहत्तर
चेहरे की नसो मे दर्द	त्र्याहिक ज्वर
त्वचा	त्वचा
विटिलिगो	त्वचारोग
त्वचा का	त्वचेचा
accelerometer	त्वरणमापी
जल्दी करो	त्वरा
त्वष्टा	त्वष्टा
ट्विस्ट्रा	त्वाष्ट्र
घृणा	त्वेष
Tsugspitse	त्सुगस्पिट्से
सुनामी	त्सुनामी
ट्सेत्सी	त्सेत्से
वें	थ
गु अक्षर	थ अक्षर
व्यंजन	थ व्यंजन
शीतलता	थंडपणा
शीतलक	थंडाई
ठंडा	थंडावा
सर्दी	थंडी
अकड़ाने वाली ठंड	थंडीचा ताठा
सर्दियों के कपड़े	थंडीचे कपडे
बकाया राशि	थकबाकी
थकान	थकवा
मज़ाक	थट्टा
मज़ाक	थट्टा-मस्करी
मज़ाक	थट्टामस्करी
मकबरों	थडगे
थप्पड़	थप्पड
थायथायत	थयथयाट
परत	थर
घबराना	थरकवणे
भूकंप के झटके	थरकाप
घबराना	थरथरवणे
रोमांच	थरार
थरमस	थर्मस
थर्मामीटर	थर्मामीटर
थावा	थवा
थांग	थांग
थंगपट्टा	थांगपत्ता
रोक लेना	थांबवणे
रोक लेना	थांबविणे
रुको	थांबा
थाई	थाई
थाई बात	थाई बात
थाई भाषा	थाई भाषा
थाई लिपि	थाई लिपी
थाईलैंड के वासी	थाई लोक
उस	थाट
ततमट	थाटमाट
स्थान	थान
थानेश्वर	थानेश्वर
थानेश्वर मंदिर	थानेश्वर मंदिर
थानेसर	थानेसर
हराना	थाप
थापतिव पोली	थापटीव पोळी
थापी	थापी
थापिकारानी	थापीकरणी
थाइमस	थायमस
थाइमस ग्रंथि	थायमस ग्रंथी
thiamine	थायमीन
थाइरोइड	थायरॉइड
थाईलैंड	थायलंड
थार	थार
थार रेगिस्तान	थारचे वाळवंट
थारा	थारा
खुले पैसे	थारेपालट
प्लेट	थाली
प्लेट	थालीपीठ
प्लेट	थाळी
थिम्पू	थिंपू
थिम्पू	थिंफू
थिएटर	थिएटर
थिम्पू	थिम्पू
थिम्पू	थिम्फू
शेक	थिरकणे
आस्तिकता	थीटेपणा
थीसिस	थीसिस
थूक	थुंक
थूक	थुंकी
थ्यूलियम	थुलिअम
धन्यवाद	थॅंक्यू
थालियम	थॅलिअम
ड्रॉप	थेंब
थमान	थैमान
बैग	थैला
थैली	थैली
थॉमस मोर	थॉमस मोर
थोंटक	थोंटक
थोंटा	थोंटा
थौबल	थोउबाल
थौबल जिला	थोउबाल जिल्हा
थौबल शहर	थोउबाल शहर
थौबल	थोऊबाल
थौबल जिला	थोऊबाल जिल्हा
थौबल शहर	थोऊबाल शहर
थोड़ा	थोटा
संक्षेप में	थोटूक
ओंठ	थोतांड
थोबद	थोबाड
महान व्यक्ति	थोर व्यक्ती
महानता	थोरपण
महानता	थोरपणा
बड़ा भाई	थोरला भाऊ
चल दर	थोरली जाऊ
थोरवी	थोरवी
थोरियम	थोरिअम
थोरियम	थोरियम
त्रिशूर	थ्रिसुर
त्रिशूर जिला	थ्रिसुर जिल्हा
त्रिशूर शहर	थ्रिसुर शहर
थ्री माइल आइलैंड	थ्री माइल आयलंड
	द
पत्र	द अक्षर
अलोहा राज्य	द अलोहा स्टेट
द ग्रेट लेक्स स्टेट	द ग्रेट लेक्स स्टेट
व्यंजन	द व्यंजन
दंगा	दंगल
दंगा	दंगा
दंगा	दंगामस्ती
विद्रोही	दंगेखोर
विद्रोही	दंगोखोर
दंड	दंड
सज़ा	दंडक
सज़ा	दंडका
दंड संहिता	दंडकायदा
दंडकारण्य	दंडकारण्य
दंडागौरी	दंडगौरी
दंड	दंडधार
दंड	दंडनीती
झुकने	दंडवत
दंड	दंडविधान
दंड	दंडविधी
दंड संहिता	दंडसंहिता
मजिस्ट्रेट	दंडाधिकारी
छड़ी	दंडी
छड़ी	दंडुका
दंडुकेशी	दंडुकेशाही
डंडुस	दंडुस
चिकित्सकीय	दंत
कल्पित कहानी	दंतकथा
दंर्तखोदनी	दंतकाष्ठ
दंत का पहिया	दंतचक्र
दंत चिकित्सक	दंतचिकित्सक
दंत चिकित्सा	दंतचिकित्साशास्त्र
दांत निकलना	दंतपंक्ती
टूथपेस्ट	दंतमंजन
दंत चिकित्सक	दंतवैद्य
दांत निकलना	दंतावली
चिकित्सकीय	दंती
दांतेदार गाइरस	दंतूरचक्र
दंतेवाड़ा	दंतेवाडा
दंतेवाड़ा जिला	दंतेवाडा जिल्हा
दंतेवाड़ा शहर	दंतेवाडा शहर
दंतधातु	दंतोलूखलिक
दांत निकलना	दंतौष्ठ्य
दंत चिकित्सा के पात्र	दंतौष्ठ्य वर्ण
चिकित्सकीय	दंत्य
दंत पात्र	दंत्य वर्ण
जोड़ा	दंपति
जोड़ा	दंपत्य
हेकड़ी	दंभ
बाईट	दंश
दानस्तल	दंष्ट्राल
दूत	दऊत
डकार	दकार
डेशियानस	दकियानूस
दक्षिण	दक्खिनी
दक्खिनी भाषा	दक्खिनी भाषा
कुशल	दक्ष
दक्ष प्रजापति	दक्ष प्रजापती
दक्षता	दक्षता
द्वादशवर्णी	दक्षसावर्णि
द्वादशवर्णी मनु	दक्षसावर्णि मनु
दक्षिण	दक्षिण
दक्षिण अक्षांश	दक्षिण अक्षांश
दक्षिण अमेरिकी देश	दक्षिण अमरेकी देश
दक्षिण अमेरिका	दक्षिण अमेरिका
दक्षिण अमेरिका खंड	दक्षिण अमेरिका खंड
दक्षिण अफ्रीकी	दक्षिण आफ्रिकन
दक्षिण अफ्रिकीय गणतंत्र	दक्षिण आफ्रिका प्रजासत्ताक
दक्षिण अफ्रीकी	दक्षिण आफ्रिकावासी
दक्षिण अफ्रीका	दक्षिण आफ्रिकी
दक्षिणा कन्नड़	दक्षिण कन्नड
दक्षिणा कन्नड़ जिला	दक्षिण कन्नड जिल्हा
दक्षिण कोरिया	दक्षिण कोरिया
दक्षिण कोरियाई	दक्षिण कोरियायी
दक्षिण गारो हिल्स	दक्षिण गारो हिल्स
दक्षिण गारो हिल्स जिला	दक्षिण गारो हिल्स जिल्हा
दक्षिण गोवा	दक्षिण गोवा
दक्षिण चीन सागर	दक्षिण चीन समुद्र
दक्षिण चीन सागर	दक्षिण चीन सागर
दक्षिण त्रिपुरा	दक्षिण त्रिपुरा
दक्षिण त्रिपुरा जिला	दक्षिण त्रिपुरा जिल्हा
दक्षिण दिनाजपुर	दक्षिण दिनाजपुर
दक्षिण दिनाजपुर जिला	दक्षिण दिनाजपुर जिल्हा
दक्षिण पंचाल	दक्षिण पांचाल
दक्षिणी भाग	दक्षिण भाग
दक्षिण सिक्किम	दक्षिण सिक्किम
दक्षिण सिक्किम जिला	दक्षिण सिक्किम जिल्हा
दक्षिण सूडान	दक्षिण सूदान
दक्षिण 24 परगना	दक्षिण २४ परगणा
दक्षिण 24 परगना जिला	दक्षिण २४ परगणा जिल्हा
दक्षिण अमेरिकन	दक्षिण-अमेरिकी
दक्षिण पूर्व अमेरिका	दक्षिण-पूर्व अमेरिका
दक्षिण अमेरिका	दक्षिणअमेरिकाखंड
दक्षिण अमेरिकन	दक्षिणअमेरिकी
दक्षिणी गोलार्द्ध	दक्षिणगोलार्ध
दक्षिणानंद शंख	दक्षिणतोंड्या शंख
दक्षिण मुखी शंख	दक्षिणमुखी शंख
दक्षिण	दक्षिणा
दक्षिण मार्ग	दक्षिणापथ
